Nominal Family,Genus,species,Gender,Nemaplex Code,cp value,feeding,feeding code,Habit,Functional guild,Basal Wtg,Enrich Wtg,Structure Wtg,Length mm,Length micm,a,Width micm,Weight micg,qCPr (µg/day),qCRs (µg/day),qMFP (µg/day),,,Family,Familymm,Gender,cp value,feeding,feeding code,nFamily,FamavgMass,StderrMass,FamavgqCPr,StderrCPr,FamavgqCRs,StderrCRs,FamavgqMFP,StderrMFP,,Lmax,Lmin,Wmax,Wmin,Wgtmax,Wgtmin,,,max lngth,min lngth,max wdth,min wdth,max wgt,min wgt,,SSQWeight(µg),Stderr,SSQC-Production,Stderr,SSQC-Respiration,Stderr,SSQMet. Ftprnt,Stderr,,,,,,
Aporcelaimidae,Aporcella,adriaani,Female,G737,5,8,o,,o5,,,5.0,1.360,1360.000,26.500,51.321,2.239,0.004,0.022,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.36,161.1111111,35.95505618,111.8001572,1.292766065,,5.011987615,,1.39222E-05,,0.000473721,,0.000650065,,,,,,,
Aporcelaimidae,Aporcella,capitulum,Female,G737,5,8,o,,o5,,,5.0,1.800,1800.000,29.000,62.069,4.334,0.007,0.036,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,161.1111111,35.95505618,111.8001572,1.292766065,,18.78464853,,5.21796E-05,,0.001276049,,0.001844305,,,,,,,
Aporcelaimidae,Aporcella,debruinae,Female,G737,5,8,o,,o5,,,5.0,2.170,2170.000,40.000,54.250,3.992,0.007,0.034,0.040,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,161.1111111,35.95505618,111.8001572,1.292766065,,15.93229989,,4.42564E-05,,0.001127779,,0.001618852,,,,,,,
Aporcelaimidae,Aporcella,gibberocaudatus,Female,G737,5,8,o,,o5,,,5.0,2.170,2170.000,21.500,100.930,13.816,0.023,0.085,0.108,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,161.1111111,35.95505618,111.8001572,1.292766065,,190.8818336,,0.000530227,,0.007262538,,0.011717455,,,,,,,
Aporcelaimidae,Aporcella,loosi,Female,G737,5,8,o,,o5,,,5.0,1.615,1615.000,25.000,64.600,4.212,0.007,0.035,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,161.1111111,35.95505618,111.8001572,1.292766065,,17.74333123,,4.9287E-05,,0.00122262,,0.001762862,,,,,,,
Aporcelaimidae,Aporcella,papillata,Female,G737,5,8,o,,o5,,,5.0,2.755,2755.000,30.500,90.328,14.049,0.023,0.086,0.110,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,161.1111111,35.95505618,111.8001572,1.292766065,,197.3741608,,0.000548262,,0.007447023,,0.012036531,,,,,,,
Aporcelaimidae,Aporcella,parapapillata,Female,G737,5,8,o,,o5,,,5.0,2.310,2310.000,31.000,74.516,8.017,0.013,0.057,0.070,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,161.1111111,35.95505618,111.8001572,1.292766065,,64.26657253,,0.000178518,,0.003209991,,0.0049025,,,,,,,
Aporcelaimidae,Aporcella,parapapillata,Female,G737,5,8,o,,o5,,,5.0,2.680,2680.000,34.500,77.681,10.108,0.017,0.067,0.084,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,161.1111111,35.95505618,111.8001572,1.292766065,,102.1627133,,0.000283785,,0.004544481,,0.007099528,,,,,,,
Aporcelaimidae,Aporcella,rotundicaudata,Female,G737,5,8,o,,o5,,,5.0,1.795,1795.000,33.500,53.582,3.221,0.005,0.029,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,161.1111111,35.95505618,111.8001572,1.292766065,,10.37450834,,2.88181E-05,,0.000817505,,0.001153302,,,,,,,
Aporcelaimidae,Aporcella,salsa,Female,G737,5,8,o,,o5,,,5.0,1.710,1710.000,25.000,68.400,5.000,0.008,0.040,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,161.1111111,35.95505618,111.8001572,1.292766065,,25.00211004,,6.94503E-05,,0.001581239,,0.002313464,,,,,,,
Aporcelaimidae,Aporcella,simplex,Female,G737,5,8,o,,o5,,,5.0,1.935,1935.000,32.000,60.469,4.422,0.007,0.036,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,161.1111111,35.95505618,111.8001572,1.292766065,,19.55446496,,5.4318E-05,,0.001315072,,0.001903925,,,,,,,
Aporcelaimidae,Aporcella,simplex,Female,G737,5,8,o,,o5,,,5.0,1.960,1960.000,29.500,66.441,5.408,0.009,0.042,0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,161.1111111,35.95505618,111.8001572,1.292766065,,29.24208929,,8.1228E-05,,0.001778367,,0.002619735,,,,,,,
Aporcelaimidae,Aporcella,simplex,Female,G737,5,8,o,,o5,,,5.0,2.015,2015.000,30.000,67.167,5.681,0.009,0.044,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,161.1111111,35.95505618,111.8001572,1.292766065,,32.27938997,,8.9665E-05,,0.001915177,,0.002833635,,,,,,,
Aporcelaimidae,Aporcella,simplex,Female,G737,5,8,o,,o5,,,5.0,2.090,2090.000,29.000,72.069,6.785,0.011,0.050,0.061,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,161.1111111,35.95505618,111.8001572,1.292766065,,46.03050714,,0.000127863,,0.00249919,,0.003757633,,,,,,,
Aporcelaimidae,Aporcella,simplex,Female,G737,5,8,o,,o5,,,5.0,2.090,2090.000,27.500,76.000,7.545,0.013,0.054,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,161.1111111,35.95505618,111.8001572,1.292766065,,56.92551601,,0.000158126,,0.002930861,,0.004450526,,,,,,,
Aporcelaimidae,Aporcella,simplex,Female,G737,5,8,o,,o5,,,5.0,2.140,2140.000,31.500,67.937,6.173,0.010,0.047,0.057,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,161.1111111,35.95505618,111.8001572,1.292766065,,38.10662267,,0.000105852,,0.002169029,,0.003233203,,,,,,,
Aporcelaimidae,Aporcella,simplex,Female,G737,5,8,o,,o5,,,5.0,2.400,2400.000,32.000,75.000,8.438,0.014,0.059,0.073,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,161.1111111,35.95505618,111.8001572,1.292766065,,71.19140625,,0.000197754,,0.003466057,,0.00531962,,,,,,,
Aporcelaimidae,Aporcella,taylori,Female,G737,5,8,o,,o5,,,5.0,2.110,2110.000,29.000,72.759,6.981,0.012,0.051,0.063,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,161.1111111,35.95505618,111.8001572,1.292766065,,48.73744688,,0.000135382,,0.002608628,,0.003932556,,,,,,,
Aporcelaimidae,Aporcella,tropica,Female,G737,5,8,o,,o5,,,5.0,1.600,1600.000,44.500,35.955,1.293,0.002,0.014,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,161.1111111,35.95505618,111.8001572,1.292766065,,1.671244099,,4.64234E-06,,0.000207871,,0.000274643,,,,,,,
Aporcelaimidae,Aporcella,vitrinus,Female,G737,5,8,o,,o5,,,5.0,1.495,1495.000,32.000,46.719,2.039,0.003,0.020,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,161.1111111,37.36263736,111.8001572,1.483214588,,4.159175799,,1.15533E-05,,0.00041188,,0.000561398,,,,,,,
Aporcelaimidae,Aporcella,vitrinus,Female,G737,5,8,o,,o5,,,5.0,1.635,1635.000,29.500,55.424,3.139,0.005,0.028,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,161.1111111,37.36263736,111.8001572,1.483214588,,9.853227556,,2.73701E-05,,0.0007865,,0.001107309,,,,,,,
Aporcelaimidae,Epacrolaimus,declinatoaculeatus,Female,,5,8,o,,o5,,,5.0,8.000,8000.000,53.500,149.533,111.800,0.186,0.409,0.595,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,161.1111111,37.36263736,111.8001572,1.483214588,,12499.27515,,0.034720209,,0.167177805,,0.354271874,,,,,,,
Aporcelaimidae,Makatinus,aquaticus,Female,G739,5,8,o,,o5,,,5.0,1.990,1990.000,29.500,67.458,5.660,0.009,0.044,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,161.1111111,37.36263736,103.4835554,1.483214588,,32.03247009,,8.89791E-05,,0.001904179,,0.002816401,,,,,,,
Aporcelaimidae,Makatinus,aquaticus,Female,G739,5,8,o,,o5,,,5.0,2.010,2010.000,25.000,80.400,8.121,0.014,0.057,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,161.1111111,37.36263736,103.4835554,1.483214588,,65.9441606,,0.000183178,,0.003272633,,0.005004326,,,,,,,
Aporcelaimidae,Makatinus,capensis,Female,G739,5,8,o,,o5,,,5.0,3.690,3690.000,32.000,115.313,30.666,0.051,0.155,0.206,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,161.1111111,37.36263736,103.4835554,1.483214588,,940.4123381,,0.002612256,,0.024016169,,0.042469688,,,,,,,
Aporcelaimidae,Makatinus,crassiformis,Female,G739,5,8,o,,o5,,,5.0,4.245,4245.000,27.000,157.222,65.582,0.109,0.274,0.383,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,161.1111111,37.36263736,103.4835554,1.483214588,,4301.016865,,0.011947269,,0.075109238,,0.146968118,,,,,,,
Aporcelaimidae,Makatinus,heynsi,Female,G739,5,8,o,,o5,,,5.0,2.190,2190.000,40.000,54.750,4.103,0.007,0.034,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,161.1111111,37.36263736,103.4835554,1.483214588,,16.8339006,,4.67608E-05,,0.001175313,,0.001690939,,,,,,,
Aporcelaimidae,Makatinus,macrostylus,Female,G739,5,8,o,,o5,,,5.0,3.625,3625.000,22.500,161.111,58.808,0.098,0.253,0.351,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,161.1111111,37.36263736,103.4835554,1.483214588,,3458.422338,,0.009606729,,0.063778385,,0.122890735,,,,,,,
Aporcelaimidae,Makatinus,minor,Female,G739,5,8,o,,o5,,,5.0,1.760,1760.000,21.200,83.019,7.581,0.013,0.054,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,148.9361702,37.36263736,103.4835554,1.483214588,,57.47680224,,0.000159658,,0.002952123,,0.004484849,,,,,,,
Aporcelaimidae,Makatinus,minor,Female,G739,5,8,o,,o5,,,5.0,2.000,2000.000,35.000,57.143,4.082,0.007,0.034,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,148.9361702,37.36263736,103.4835554,1.483214588,,16.65972511,,4.6277E-05,,0.001166181,,0.001677075,,,,,,,
Aporcelaimidae,Makatinus,punctatus,Female,G739,5,8,o,,o5,,,5.0,2.785,2785.000,39.000,71.410,8.876,0.015,0.061,0.076,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,148.9361702,37.36263736,103.4835554,1.483214588,,78.78668065,,0.000218852,,0.003739854,,0.005768097,,,,,,,
Aporcelaimidae,Makatinus,silvaticus,Female,G739,5,8,o,,o5,,,5.0,2.535,2535.000,34.500,73.478,8.554,0.014,0.059,0.074,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,148.9361702,37.36263736,103.4835554,1.483214588,,73.17309696,,0.000203259,,0.003538169,,0.005437498,,,,,,,
Aporcelaimidae,Makatinus,suddiqii,Female,G739,5,8,o,,o5,,,5.0,1.700,1700.000,32.500,52.308,2.907,0.005,0.026,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,148.9361702,37.36263736,103.4835554,1.483214588,,8.45123385,,2.34756E-05,,0.000700979,,0.000981016,,,,,,,
Aporcelaimidae,Metaporcelaimus,adoxus,Female,G738,5,8,o,,o5,,,5.0,1.775,1775.000,29.500,60.169,4.016,0.007,0.034,0.040,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,148.9361702,37.36263736,103.4835554,1.483214588,,16.1310306,,4.48084E-05,,0.001138313,,0.001634811,,,,,,,
Aporcelaimidae,Metaporcelaimus,ahmadi,Female,G738,5,8,o,,o5,,,5.0,2.075,2075.000,44.500,46.629,2.820,0.005,0.026,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,148.9361702,37.36263736,103.4835554,1.483214588,,7.951125293,,2.20865E-05,,0.000669632,,0.000934946,,,,,,,
Aporcelaimidae,Metaporcelaimus,capitatus,Female,G738,5,8,o,,o5,,,5.0,2.335,2335.000,39.500,59.114,5.100,0.008,0.040,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,148.9361702,37.36263736,103.4835554,1.483214588,,26.00716192,,7.22421E-05,,0.001628676,,0.002386947,,,,,,,
Aporcelaimidae,Metaporcelaimus,chauhani,Female,G738,5,8,o,,o5,,,5.0,1.430,1430.000,24.000,59.583,3.173,0.005,0.028,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,148.9361702,37.36263736,103.4835554,1.483214588,,10.0677238,,2.79659E-05,,0.000799307,,0.001126293,,,,,,,
Aporcelaimidae,Metaporcelaimus,conoidus,Female,G738,5,8,o,,o5,,,5.0,2.260,2260.000,39.000,57.949,4.743,0.008,0.038,0.046,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,148.9361702,37.36263736,103.4835554,1.483214588,,22.49843148,,6.24956E-05,,0.001460929,,0.002127748,,,,,,,
Aporcelaimidae,Metaporcelaimus,coomansi,Female,G738,5,8,o,,o5,,,5.0,1.790,1790.000,31.500,56.825,3.613,0.006,0.031,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,148.9361702,37.36263736,103.4835554,1.483214588,,13.05076608,,3.62521E-05,,0.000971051,,0.00138255,,,,,,,
Aporcelaimidae,Metaporcelaimus,cylindricus,Female,G738,5,8,o,,o5,,,5.0,1.655,1655.000,41.000,40.366,1.685,0.003,0.018,0.020,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,148.9361702,37.36263736,103.4835554,1.483214588,,2.840616442,,7.8906E-06,,0.000309439,,0.000416155,,,,,,,
Aporcelaimidae,Metaporcelaimus,digitalis,Female,G738,5,8,o,,o5,,,5.0,3.180,3180.000,33.000,96.364,18.456,0.031,0.106,0.137,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,148.9361702,37.36263736,103.4835554,1.483214588,,340.6175298,,0.00094616,,0.01121283,,0.018673322,,,,,,,
Aporcelaimidae,Metaporcelaimus,donghwaens,Female,G738,5,8,o,,o5,,,5.0,2.850,2850.000,32.000,89.063,14.129,0.024,0.087,0.110,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,148.9361702,37.36263736,103.4835554,1.483214588,,199.6315972,,0.000554532,,0.007510813,,0.012147006,,,,,,,
Aporcelaimidae,Metaporcelaimus,efficiens,Female,G738,5,8,o,,o5,,,5.0,1.800,1800.000,43.000,41.860,1.971,0.003,0.020,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,148.9361702,37.36263736,103.4835554,1.483214588,,3.886165062,,1.07949E-05,,0.000391432,,0.000532234,,,,,,,
Aporcelaimidae,Metaporcelaimus,indicus,Female,G738,5,8,o,,o5,,,5.0,2.425,2425.000,49.500,48.990,3.638,0.006,0.031,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,148.9361702,37.36263736,103.4835554,1.483214588,,13.23151875,,3.67542E-05,,0.00098112,,0.001397666,,,,,,,
Aporcelaimidae,Metaporcelaimus,insignis,Female,G738,5,8,o,,o5,,,5.0,1.920,1920.000,35.000,54.857,3.611,0.006,0.031,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,148.9361702,37.36263736,103.4835554,1.483214588,,13.04052961,,3.62237E-05,,0.00097048,,0.001381693,,,,,,,
Aporcelaimidae,Metaporcelaimus,labiatus,Female,G738,5,8,o,,o5,,,5.0,3.550,3550.000,52.500,67.619,10.145,0.017,0.068,0.085,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,148.9361702,37.36263736,103.4835554,1.483214588,,102.9183795,,0.000285884,,0.004569669,,0.007141507,,,,,,,
Aporcelaimidae,Metaporcelaimus,labiatus,Female,G738,5,8,o,,o5,,,5.0,3.675,3675.000,46.500,79.032,14.347,0.024,0.088,0.112,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,148.9361702,37.36263736,103.4835554,1.483214588,,205.8222321,,0.000571728,,0.007684829,,0.012448757,,,,,,,
Aporcelaimidae,Metaporcelaimus,littoralis,Female,G738,5,8,o,,o5,,,5.0,1.400,1400.000,21.000,66.667,3.889,0.006,0.033,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.4,148.9361702,37.36263736,103.4835554,1.483214588,,15.12345679,,4.20096E-05,,0.001084559,,0.001553474,,,,,,,
Aporcelaimidae,Metaporcelaimus,marinensis,Female,G738,5,8,o,,o5,,,5.0,2.420,2420.000,41.000,59.024,5.269,0.009,0.041,0.050,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.595,148.9361702,37.36263736,103.4835554,1.483214588,,27.76622277,,7.71284E-05,,0.001710616,,0.002514208,,,,,,,
Aporcelaimidae,Metaporcelaimus,mombuscae,Female,G738,5,8,o,,o5,,,5.0,2.085,2085.000,34.000,61.324,4.900,0.008,0.039,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.595,148.9361702,37.36263736,103.4835554,1.483214588,,24.01489667,,6.6708E-05,,0.001534177,,0.002240704,,,,,,,
Aporcelaimidae,Metaporcelaimus,monhystera,Female,G738,5,8,o,,o5,,,5.0,3.040,3040.000,37.500,81.067,12.486,0.021,0.079,0.100,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.595,148.9361702,37.36263736,103.4835554,1.483214588,,155.9108953,,0.000433086,,0.006239824,,0.009960693,,,,,,,
Aporcelaimidae,Metaporcelaimus,oceanicus,Female,G738,5,8,o,,o5,,,5.0,2.860,2860.000,38.500,74.286,9.864,0.016,0.066,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.595,148.9361702,37.36263736,103.4835554,1.483214588,,97.30010646,,0.000270278,,0.00438127,,0.006827931,,,,,,,
Aporcelaimidae,Metaporcelaimus,ovogranulosus,Female,G738,5,8,o,,o5,,,5.0,1.750,1750.000,37.000,47.297,2.447,0.004,0.023,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.595,148.9361702,37.36263736,103.4835554,1.483214588,,5.986616393,,1.66295E-05,,0.000541254,,0.000747628,,,,,,,
Aporcelaimidae,Metaporcelaimus,parangalitzi,Female,G738,5,8,o,,o5,,,5.0,1.700,1700.000,45.500,37.363,1.483,0.002,0.016,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.595,148.9361702,37.36263736,103.4835554,1.483214588,,2.199925513,,6.1109E-06,,0.000255459,,0.000340591,,,,,,,
Aporcelaimidae,Metaporcelaimus,parmus,Female,G738,5,8,o,,o5,,,5.0,3.040,3040.000,53.000,57.358,6.251,0.010,0.047,0.057,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.595,148.9361702,45.45454545,103.4835554,2.582644628,,39.07491644,,0.000108541,,0.002210235,,0.003298373,,,,,,,
Aporcelaimidae,Metaporcelaimus,raniensus,Female,G738,5,8,o,,o5,,,5.0,2.000,2000.000,44.000,45.455,2.583,0.004,0.024,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.595,148.9361702,45.45454545,103.4835554,2.582644628,,6.670053275,,1.85279E-05,,0.000586965,,0.000814061,,,,,,,
Aporcelaimidae,Metaporcelaimus,romanicus,Female,G738,5,8,o,,o5,,,5.0,3.245,3245.000,39.500,82.152,13.688,0.023,0.085,0.107,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.595,148.9361702,46.80851064,103.4835554,3.012675419,,187.3526581,,0.000520424,,0.007161597,,0.011543144,,,,,,,
Aporcelaimidae,Metaporcelaimus,shamimi,Female,G738,5,8,o,,o5,,,5.0,2.795,2795.000,39.000,71.667,8.972,0.015,0.062,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.595,148.9361702,46.80851064,103.4835554,3.012675419,,80.4993697,,0.000223609,,0.003800663,,0.005868033,,,,,,,
Aporcelaimidae,Metaporcelaimus,silvanus,Female,G738,5,8,o,,o5,,,5.0,1.685,1685.000,31.000,54.355,3.111,0.005,0.028,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.595,148.9361702,46.80851064,103.4835554,3.012675419,,9.680832158,,2.68912E-05,,0.000776157,,0.00109199,,,,,,,
Aporcelaimidae,Metaporcelaimus,subhasi,Female,G738,5,8,o,,o5,,,5.0,1.595,1595.000,27.000,59.074,3.479,0.006,0.030,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,1.595,148.9361702,46.80851064,103.4835554,3.012675419,,12.10233311,,3.36176E-05,,0.000917628,,0.001302521,,,,,,,
Aporcelaimidae,Metaporcelaimus,sublabiatus,Female,G738,5,8,o,,o5,,,5.0,3.200,3200.000,33.000,96.970,18.806,0.031,0.107,0.139,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,2.2,148.9361702,46.80851064,103.4835554,3.012675419,,353.6748232,,0.00098243,,0.011533686,,0.019248437,,,,,,,
Aporcelaimidae,Metaporcelaimus,thornei,Female,G738,5,8,o,,o5,,,5.0,3.440,3440.000,44.500,77.303,12.848,0.021,0.081,0.102,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,2.2,148.9361702,46.80851064,103.4835554,3.012675419,,165.0709483,,0.00045853,,0.006512804,,0.010427528,,,,,,,
Aporcelaimidae,Sectonema,barbatoides,Female,G736,5,8,o,,o5,,,5.0,4.900,4900.000,75.000,65.333,13.072,0.022,0.082,0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,2.2,148.9361702,46.80851064,103.4835554,3.012675419,,170.8800889,,0.000474667,,0.006683956,,0.010721012,,,,,,,
Aporcelaimidae,Sectonema,demani,Female,G736,5,8,o,,o5,,,5.0,7.000,7000.000,47.000,148.936,97.046,0.162,0.368,0.529,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,2.2,148.9361702,46.80851064,103.4835554,3.012675419,,9417.960032,,0.026161,,0.135201849,,0.280308476,,,,,,,
Aporcelaimidae,Sectonema,demani,Female,G736,5,8,o,,o5,,,5.0,7.250,7250.000,56.000,129.464,75.948,0.127,0.306,0.433,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,2.2,145.2777778,46.80851064,103.4835554,3.012675419,,5768.142303,,0.016022618,,0.093603475,,0.18707989,,,,,,,
Aporcelaimidae,Sectonema,pseudoventrale,Female,G736,5,8,o,,o5,,,5.0,5.000,5000.000,53.000,94.340,27.812,0.046,0.144,0.190,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,2.2,145.2777778,46.80851064,103.4835554,3.012675419,,773.528968,,0.002148692,,0.020743041,,0.036243946,,,,,,,
Aporcelaimidae,Sectonema,ventrale,Female,G736,5,8,o,,o5,,,5.0,7.845,7845.000,54.000,145.278,103.484,0.172,0.386,0.558,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,2.2,145.2777778,46.80851064,103.4835554,3.012675419,,10708.84624,,0.029746795,,0.148875081,,0.311716677,,,,,,,
Aporcelaimidae,Sectonema,ventrale,Female,G736,5,8,o,,o5,,,5.0,8.000,8000.000,59.000,135.593,91.928,0.153,0.353,0.506,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,2.2,135.5932203,46.80851064,91.92760701,3.012675419,,8450.68493,,0.023474125,,0.124647603,,0.256306632,,,,,,,
Aporcelaimidae,Sectonema,ventrale,Female,G736,5,8,o,,o5,,,5.0,8.785,8785.000,72.000,122.014,81.741,0.136,0.323,0.460,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785,2.2,122.0138889,46.80851064,81.74107068,3.012675419,,6681.602635,,0.018560007,,0.104514243,,0.211160234,,,,,,,
Aporcelaimidae,Torumanawa,litoralis,Female,G732,5,8,o,,o5,,,5.0,2.200,2200.000,47.000,46.809,3.013,0.005,0.027,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,2.2,46.80851064,46.80851064,3.012675419,3.012675419,,9.076213179,,2.52117E-05,,0.000739509,,0.001037809,,,,,,,
Atylenchidae,Atylenchus,decalineatus,Female,G016,2,1,h,-v,h2-v,,,,0.680,680.000,43.000,15.814,0.106,0.000,0.002,0.003,,,Atylenchidae,Atylenchidae,Female,2,1,h,1,0.106284478,,0.000442852,,0.002213655,,0.002656507,,,0.68,0.68,15.81395349,15.81395349,0.106284478,0.106284478,,,0.68,0.68,15.81395349,15.81395349,0.106284478,0.106284478,,0.01129639,,1.96118E-07,,4.90027E-06,,7.05703E-06,,,,,,,
Aulolaimidae,Adenolaimus,orthus,Female,0,4,8,o,,o4,,,3.2,1.190,1190.000,32.850,36.225,0.976,0.002,0.012,0.014,,,Aulolaimidae,Aulolaimidae,Female,4,8,o,15,0.538229609,0.089892137,0.001449897,0.000237787,0.007203816,0.000921444,0.008653713,0.00115573,,1.5,0.57,37.5,20.71428571,1.318359375,0.155542092,,,1.5,0.57,37.5,20.71428571,1.318359375,0.155542092,,0.952577474,0.089892137,4.13445E-06,0.000237787,0.000136361,0.000921444,0.000187983,0.00115573,,,,,,
Aulolaimidae,Aulolaimoides,andrassyi,Female,,3,3,b,,b3,,,1.8,1.045,1045.000,40.500,25.802,0.435,0.001,0.006,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,0.57,37.5,20.71428571,1.318359375,0.155542092,,0.189076557,,1.45892E-06,,4.05502E-05,,5.73922E-05,,,,,,,
Aulolaimidae,Aulolaimoides,elegans,Female,,3,3,b,,b3,,,1.8,1.500,1500.000,40.000,37.500,1.318,0.004,0.015,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,0.57,37.5,20.71428571,1.318359375,0.155542092,,1.738071442,,1.3411E-05,,0.000214075,,0.000334649,,,,,,,
Aulolaimidae,Aulolaimoides,phoxodorus,Female,,3,3,b,,b3,,,1.8,1.105,1105.000,38.000,29.079,0.584,0.002,0.008,0.010,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.57,35.29411765,20.71428571,0.934256055,0.155542092,,0.341035286,,2.63145E-06,,6.31124E-05,,9.1518E-05,,,,,,,
Aulolaimidae,Aulolaimus,andrassyi,Female,G561,3,3,b,,b3,,,1.8,0.905,905.000,26.500,34.151,0.660,0.002,0.009,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.57,35.29411765,20.71428571,0.934256055,0.155542092,,0.435179084,,3.35786E-06,,7.57733E-05,,0.000111033,,,,,,,
Aulolaimidae,Aulolaimus,autumnalis,Female,G561,3,3,b,,b3,,,1.8,0.570,570.000,27.000,21.111,0.159,0.000,0.003,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.57,35.29411765,20.71428571,0.934256055,0.155542092,,0.025208913,,1.94513E-07,,8.94706E-06,,1.178E-05,,,,,,,
Aulolaimidae,Aulolaimus,bathybius,Female,G561,3,3,b,,b3,,,1.8,0.580,580.000,28.000,20.714,0.156,0.000,0.003,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.58,35.29411765,20.71428571,0.934256055,0.155542092,,0.024193342,,1.86677E-07,,8.67535E-06,,1.14072E-05,,,,,,,
