system:index,Abs_Lat,Annual_Mean_Radiation,Annual_Mean_Temperature,Annual_Precipitation,Aridity_Index,Bacterivores,Bulk_Density_15cm,CContent_15cm,CatIonExcCap_15cm,Clay_Content_15cm,CoOfVar_EVI_Hetero_1km,Contrast_EVI_Hetero_1km,CorFragVolPerc_15cm,Correlation_EVI_Hetero_1km,Depth_to_Bedrock,Dissimilarity_EVI_Hetero_1km,EVI,Entropy_EVI_Hetero_1km,Evenness_EVI_Hetero_1km,Fpar,Fungivores,Global_Biomass_IPCC,Gpp,Herbivores,Highest_Weekly_Radiation,Homogeneity_EVI_Hetero_1km,Human_Development_Percentage,Human_Footprint_2009,Isothermality,Lai,Lowest_Weekly_Radiation,Max_Temperature_of_Warmest_Month,Maximum_EVI_Hetero_1km,Mean_Diurnal_Range,Mean_Temperature_of_Coldest_Quarter,Mean_Temperature_of_Driest_Quarter,Mean_Temperature_of_Warmest_Quarter,Mean_Temperature_of_Wettest_Quarter,Min_Temperature_of_Coldest_Month,NDVI,Nadir_Reflectance_Band1,Nadir_Reflectance_Band2,Nadir_Reflectance_Band3,Nadir_Reflectance_Band4,Nadir_Reflectance_Band5,Nadir_Reflectance_Band6,Nadir_Reflectance_Band7,Npp,Omnivores,OrgCStockTHa_5to15cm,PET,Pixel_Lat,Pixel_Long,Population_Density,Precipitation_Seasonality,Precipitation_of_Coldest_Quarter,Precipitation_of_Driest_Month,Precipitation_of_Driest_Quarter,Precipitation_of_Warmest_Quarter,Precipitation_of_Wettest_Month,Precipitation_of_Wettest_Quarter,PredProb_of_R_Horizon,Predators,Radiation_Seasonality,Radiation_of_Coldest_Quarter,Radiation_of_Driest_Quarter,Radiation_of_Warmest_Quarter,Radiation_of_Wettest_Quarter,Range_EVI_Hetero_1km,Sand_Content_15cm,Shannon_Index_1km,Silt_Content_15cm,Simpson_Index_1km,Std_EVI_Hetero_1km,Temperature_Annual_Range,Temperature_Seasonality,Total_Number,Tree_Density,Unidentifi,Uniformity_EVI_Hetero_1km,Variance_EVI_Hetero_1km,WWF_Biome,eastness,elevation,hillshade,northness,pHinHOX_15cm,slope,.geo
00009d712b7d7038b4e9,64.27083588,86.15821838,1.312499881,545,11085.18555,681,1138,75,14,8,342,30936,9,1876,200,14329,2534.504395,25640,9128,31.45319939,71,3300,8294.287109,190,202.2579956,4386,0,6.408976555,20.4005928,8.352350235,1.333330035,17.29999924,1325,6.875,-10.41666698,-9.116666794,13.54999924,13.54999924,-16.39999962,4773.360352,841.538269,2336.808838,773.0198975,926.1170044,1996.031982,1086.826538,462.7046204,4455.741699,619,77,441.9978943,64.27083588,34.22083282,1.460921526,37.85926437,84,23,77,201,76,201,12,0,0.848346591,15.35318661,32.09925461,170.9841614,119.6439209,459,60,15341,32,7473,139,33.69999695,962.4498291,1561,62149.25391,0,861,20359,6,0.940615356,65.91634369,178.9835052,0.338873595,47,0.032948747,"{""type"":""Point"",""coordinates"":[34.22081474227324,64.27084986919871]}"
0000893d2e94eccdd587,64.27083588,86.15821838,1.308333278,544,11085,1757,1132,80,16,8,418,43688,9,2778,200,16590,2473.195313,26518,9309,30.85582924,575,3300,8264.287109,346,202.2579956,4072,0,6.41156292,20.47477722,8.0887537,1.333330035,17.29999924,1189,6.899999619,-10.41666698,-9.116666794,13.54999924,13.54999924,-16.39999962,4559.43457,908.4819946,2424.311768,830.5401611,971.9360352,2020.109619,1119.220581,474.2449646,4509.901855,391,81,442,64.27083588,34.22916794,1.460921645,38.0930748,84,23,77,201,76,201,10,64,0.848346591,15.35318661,32.09925461,170.9841614,119.6439209,524,61,17014,31,7914,171,33.69999695,963.0203857,3133,62796.42188,0,768,32280,6,0.955224872,58.0345459,178.0337982,0.273590446,48,0.96677053,"{""type"":""Point"",""coordinates"":[34.22916303399726,64.27084986919871]}"
0000f500af078a208291,64.27083588,86.15821838,1.287499905,544,11110.97949,5161,1157,102,15,9,455,41812,8,3727,200,16466,2472.906494,26792,9404,30.95615387,971,3300,8232.607422,1034,202.2579956,4036,0,6.417261124,20.58678436,8.168317795,1.333330035,17.29999924,1270,6.958333015,-10.44999981,-9.133333206,13.51666641,13.51666641,-16.5,4968.241699,848.2394409,2287.567383,804.4259644,939.7168579,1918.414185,1022.523682,427.1723022,4504.241211,536,94,441.0007629,64.27083588,34.24583435,1.460921645,38.0930748,84,23,77,201,76,201,13,38,0.848346591,15.35318661,32.09925461,170.9841614,119.6439209,598,63,18300,29,8242,186,33.79999924,962.0671997,7740,67826.61719,0,749,33714,6,0.468548536,54.15094757,180.0167694,-0.82848978,47,0,"{""type"":""Point"",""coordinates"":[34.24581473415646,64.27084986919871]}"
00007cf998a0eed847d5,65.00416565,85.23300934,1.287500024,463,9905.982422,785,1058,110,80,24,3500,1631458,22,2952,144,94255.99999,826.7924194,23430,9484.999999,20.02178574,143,0,6328,70,202.4409943,2223,0,,20.62002182,5.1810956,1.190000057,15.80000019,1548,6.041666508,-8.666666985,-8.283333778,11.91666698,7.583333492,-13.5,2937.904541,1142.900146,1660.14978,1108.747437,1120.166626,1243.332031,582.1706543,285.4393005,4478.600098,119,80,430.0007935,65.00416565,35.71250153,1.207856417,38.89151382,69,18,63,162,63,173,53,0,0.859024942,14.54960155,38.44831848,170.4475403,105.7485962,3077,45,19722,31,8429.999999,1136,29.29999924,837.4884644,1117,37380.19922,0,1033,1177597,6,-0.995259583,8.182787895,184.9002838,-0.08445321,53,0.983229816,"{""type"":""Point"",""coordinates"":[35.71251084683156,65.00415304224744]}"
00005365ff9e6d888b44,64.98750305,85.36705017,1.324999928,465,10431,2593,1053,75,24,17,2293,727361,10,3574,191,67083,689.6793823,29572,9796.000001,17.88279152,426,0,4782.200195,102,201.3789978,1415,0,10.28721142,21.11111069,3.653185844,1.228000045,16.89999962,903,6.650000095,-9.533332825,-8.649999619,12.75,11.76666641,-14.60000038,1559.18811,1614.857422,2299.16333,1449.672241,1612.175659,1395.265747,1025.008301,512.0792847,2996,630,69,417,64.98750305,34.78749847,2.150693417,38.38024139,69,17,62,166,62,167,27,6,0.854519129,14.68535519,31.12583351,169.7609253,118.4271164,2988,47,25127,36,9141,760,31.5,898.5682983,3757,29307.10351,0,579,551638,6,0.892743707,1.983482242,180.0164642,-0.373719066,59,0,"{""type"":""Point"",""coordinates"":[34.78751114715223,64.98750134208824]}"
0000e69ba734bd0c679a,66.27083588,81.01089478,0.637499988,510,12131.94043,3358.666667,1126,58,20,7,1393,435607,12,3554,200,44263,2290.727539,29071,9569,30.13189316,1376.666667,3300,8139.73877,627,191.5590057,2503,0,9.600477219,12.71505451,8.789142609,0.286666989,16.89999962,963,3.941666842,-10.96666718,-6.050000191,12.83333302,11.51666641,-14.10000038,4376.25,1015.748962,2327.461426,947.1693726,1070.647583,1895.391235,1034.70813,427.3678894,4128.40332,484,69,422.0021362,66.27083588,33.55416489,0.733557105,33.19070053,87,22,75,173,65,177,26,56.33333333,0.864152253,13.04883766,44.92685318,161.9918671,135.0552368,2649,61,23141,33,8838,664,31,953.3818359,5902.666667,64804.32813,0,585,321930,6,0.389906198,15.39657593,179.9983978,-0.891647696,50,1.000280738,"{""type"":""Point"",""coordinates"":[33.55416325315018,66.27084921985673]}"
0000b829bf4cb447661e,64.74583435,83.65003967,0.841666639,543,11973,1650,1130,60,11,11,744,109050,7,3367,200,26714,1902.223022,26699,9458,25.77545738,175,3300,7448.508301,1056,196.8370056,2909,0,9.052639008,11.55015182,6.384635925,1.325330019,16.29999924,1366,3.799999952,-11.64999962,-10.3166666,13.75,12.01666641,-16.60000038,3620.810303,1462.921875,2733.349365,1337.128174,1520.221924,2025.991577,1236.469482,568.447937,4367.473633,520,68,451,64.74583435,32.10416794,0.650025308,36.68297195,86,24,79,198,72,201,24,8,0.84737587,15.19321251,38.88778305,166.2853088,148.9755402,1031,48,20889,41,8602,296,32.90000153,1019.148132,3409,43156.01172,0,758,81471,6,0.967610359,102.9841003,179.0496826,0.001158862,48,0,"{""type"":""Point"",""coordinates"":[32.104163723923115,64.74584971498]}"
0000fbc342305da9dd06,65.11250305,83.62267303,0.662500083,523,11902.90039,600,1142,130,15,7,574,76212,7,3214,200,21794,2399.504395,28544,9531,30.52268219,520,3300,8169.200195,74,196.5390015,3323,0,7.188139915,14.28205109,7.634840488,1.218000054,16.20000076,972,4.641666889,-11.5,-10.08333302,13.3166666,13.3166666,-16.29999924,4930.845703,785.8236694,2185.005615,770.3710327,895.869873,1843.345703,965.220459,399.2424622,4479.799805,33,108,436.0023499,65.11250305,33.07916641,2.150693178,37.39150238,82,22,74,191,72,191,28,0,0.851889789,14.70124912,31.0183506,166.2690735,138.7743073,771,62,19773,32,8509,247,32.5,993.3280029,1227,66921.23438,0,610,55726,6,-0.376728743,74.24929047,180.9835358,-0.915588796,47,0.983258903,"{""type"":""Point"",""coordinates"":[33.0791634073689,65.11250130150434]}"
000021b6e3e66b739058,64.35416412,85.67986298,1.058333278,544,11343.16211,1220,1144,91,15,7,359,30812,9,1616,200,13915,2500.19458,25082,8782,31.18335152,368,3300,8112.764648,399,201.2180023,4634,0,5,19.1964283,8.17414856,1.411329985,17,1582,6.450000286,-10.61666679,-9.333333015,13.30000019,13.30000019,-16.60000038,5123.083496,717.3122559,2109.534912,670.8109131,801.355835,1827.406982,969.6923828,403.4033203,4487.377441,245,87,438.9973145,64.35416412,33.96250153,1.460921764,38.00403976,84,23,77,202,76,202,14,100,0.847419441,15.44611645,32.06976318,169.9567719,141.8510132,569,62,15948,31,7540,146,33.59999847,960.4091187,2332,69018.36719,0,940,19620,6,-0.856018007,103.8684845,180.9837646,0.446365386,46,0.016740758,"{""type"":""Point"",""coordinates"":[33.96251141500579,64.35415325328358]}"
000099e446c47641d0ec,64.3041687,84.62608337,0.912499964,565,12438.95215,1728,1132,72,13,9,743,121904,10,1120,199,25928,2291.911865,26438,8796,27.60877228,628,3300,7840.677734,322,198.5110016,3354,0,3.086735249,15.4239769,6.752156734,1.46333003,17.39999962,1380,5.275000095,-11.26666641,-9.933333397,13.76666641,13.76666641,-16.79999924,4460.349609,1043.990479,2372.605225,1014.593811,1119.863647,1879.862915,1002.515381,441.3000793,4486.622559,307,96,455.0013123,64.3041687,31.83749962,0.70354569,37.2186203,92,25,81,209,75,209,27,16,0.843217969,15.75612164,39.65320587,167.980545,140.3360443,1142,60,19327,32,8068,290,34.19999695,1004.723206,3001,66891.89844,0,796,70795,6,-0.918577671,152.0335846,181.0326996,0.369531363,47,0.016487636,"{""type"":""Point"",""coordinates"":[31.837512104931672,64.30415326951713]}"
000024c6799de0cb588e,64.3041687,84.47818756,0.929166675,567,12390.03613,5252,1115,83,12,10,875,175224,9,1106,200,31775,2315.84082,27005,9166,28.32068825,900,3300,7824.849121,2161,198.2259979,2936,0,3.086735249,15.57655048,6.945120811,1.333330035,17.5,1281,5.358333588,-11.28333378,-9.933333397,13.8166666,13.8166666,-16.89999962,4691.989746,943.1488647,2254.47998,929.5233154,1025.491211,1872.66626,991.5762329,435.8982544,4491.635742,510,100,455.9986877,64.3041687,31.82916641,0.70354569,36.95998383,92,25,82,209,75,209,25,120,0.844003081,15.67949104,39.57965469,167.78862,140.1700287,1227,57,20541,34,8382,333,34.40000153,1007.066956,8943,66731.11719,0,752,101056,6,0.946466506,151.0491333,180.0003052,0.204402938,47,0,"{""type"":""Point"",""coordinates"":[31.829163813207646,64.30415326951713]}"
00003a1d182a42a7fe6e,64.5541687,83.54837036,0.879166603,591,12650.2334,678,1123,48,13,6,666,78654,16,3775,200,21791,2123.854736,25630,9441,24.78956604,1467,303.7090454,8082.523926,1132,195.2200012,3357,0,8.429375648,21.39126205,5.817650795,1.564669967,18,1529,7.508333206,-11.14999962,-6.016666412,13.5666666,11.64999962,-17.10000038,4514.254883,962.0701904,2128.262695,963.8261719,1059.565918,1601.983887,844.4716187,345.0195007,4521.075684,114,73,463.9976196,64.5541687,30.17083359,7.318339825,33.17126465,108,30,92,212,76,217,42,0,0.836081922,12.27435112,48.19625854,164.8112335,147.8260498,927,61,18371,34,8264,249,35.09999847,991.095459,3391,62934.95313,0,904,56641,6,0.965067387,226.6028595,172.1002197,-0.258694649,46,2.950031519,"{""type"":""Point"",""coordinates"":[30.170816057190756,64.55415318834937]}"
00009281a91c2c13944c,64.54582977,83.80237579,0.754166722,601,12877.89063,387,1183,59,10,5,539,83636,10,-686,200,22992,2101.9646,25690,9177,26.43207932,190,3300,7918.151855,292,195.4579926,3286,0,2.228943348,21.13180542,6.169144154,1.646669984,17.70000076,1435,7.375,-11.1833334,-6.016666412,13.38333321,11.4333334,-17.20000076,4394.607422,904.28125,2176.467529,896.4265747,996.5644531,1787.463867,952.0738525,403.4862366,4538.837402,99,78,462.0015564,64.54582977,30.08749962,7.318340302,32.72962952,108,30,95,215,78,219,37,18,0.833465457,12.47772121,57.58776855,164.9998474,148.0772095,684,65,17083,30,7966,202,34.90000153,984.5267944,986,67253.22656,0,864,39648,6,-0.203197479,225.968811,180.934021,-0.955596268,46,0.032946955,"{""type"":""Point"",""coordinates"":[30.087512673105902,64.54584977991419]}"
0000e76c1dd1e3acba53,66.23750305,78.86435699,0.316666663,540,12159.03516,1046,1095,36,16,9,1914,877408,13,1797,200,67539,1467.970825,28868,9603,24.80757904,451,3300,7286.583984,2731,184.5019989,1720,0,0,22.46777153,6.721364021,0.44600001,17.89999962,833,8.133333206,-11.78333282,-6.333333492,12.83333302,12.83333302,-18.29999924,3773.468506,1264.834106,2206.807861,1181.501953,1247.060425,1748.22583,897.1268921,390.3321838,4155.631836,150,55,440,66.23750305,30.5625,0.733557224,35.17564392,92,26,84,201,75,201,27,20,0.849683046,10.2779417,54.15159988,156.3743591,140.2001953,3007,54,22900,38,8874,773,36.19999695,989.3554688,4398,42658.23438,0,579,541803,6,0.925403833,107.2171326,177.1496887,-0.198119342,50,0.983512998,"{""type"":""Point"",""coordinates"":[30.562512518887175,66.23750093624949]}"
00005dcfa903c8eec305,66.20417023,78.62579346,-0.391666651,571,13521.08008,1373,1149,48,13,7,472,56957,13,717,199,18029,2032.366089,26248,9061,26.50277519,139,3300,7882.374512,929,183.9499969,4184,0,0,20.96466064,6.730853081,0.44600001,16.70000076,1556,7.31666708,-12.14999962,-6.949999809,12.08333302,12.08333302,-18.20000076,4353.972656,969.5662231,2160.361328,947.6681519,1057.995605,1749.0896,890.300354,374.2428284,4372.443848,770,69,423.0139465,66.20417023,30.48749924,0.733557105,35.54790115,98,27,87,213,80,213,36,9,0.848380148,10.31393242,54.29977036,155.7169037,139.5665894,750,59,17906,35,8068,194,34.90000153,974.4714966,3220,63328.37891,0,855,32258,6,-0.930822492,276.1289063,194.6504822,-0.324237943,48,4.883598328,"{""type"":""Point"",""coordinates"":[30.487512543237496,66.20415265264224]}"
0000722d703b08b425ad,66.23750305,78.86435699,0.295833319,540,12269.7666,4274,1088,45,15,8,1908,1078682,14,2720,200,76282,1608.106201,28765,9739,27.89003754,518,3300,7916.350586,1712,184.5019989,1520,0,0,22.39871216,8.447993279,0.44600001,17.89999962,833,8.108333588,-11.78333282,-6.349999905,12.80000019,12.80000019,-18.29999924,3722.83374,1355.656494,2379.455811,1295.937378,1340.574097,1804.289551,986.9313354,393.3028564,4094.174072,347,57,436.0084229,66.23750305,30.57083321,0.733557224,35.17564392,92,26,84,201,75,201,28,64,0.849683046,10.2779417,54.15159988,156.3743591,140.2001953,3077,52,24254,40,9037,872,36.19999695,987.6727905,6915,45501.17188,0,582,758272,6,-0.992192388,109.2023849,182.0505829,0.069195308,50,0.049996428,"{""type"":""Point"",""coordinates"":[30.570815927322368,66.23750093624949]}"
00009b0cc2e9a9c29f25,66.27083588,80.65712738,0.558333337,522,12581.09375,249,1163,40,14,9,1167,232629,9,1187,200,37324,1774.798706,28958,9572,25.17602921,42,0,6262.374512,96,190.470993,2185,0,14.87605381,11.11111164,6.029133797,0.321999997,16.89999962,871,3.5,-11.48333359,-6.116666794,13.03333378,11.64999962,-14.60000038,2946.467773,1538.779785,2716.149414,1411.300415,1604.639038,1967.946167,1245.169312,647.4295044,3946.206543,138,63,430,66.27083588,33.05416489,0.733557165,32.20340347,91,23,79,177,67,184,22,1,0.862129033,13.07950687,54.06070328,161.2041931,134.4025421,1700,53,21670,38,8740,421,31.5,981.5753174,526,37399.76953,0,574,134842,6,0.777417839,10.06798077,178.0664063,-0.608047903,52,1,"{""type"":""Point"",""coordinates"":[33.054163415485675,66.27084921985673]}"
0000c2b5aadc9a7ef559,66.79582977,80.14015961,0.066666797,496,12048.98242,327.1998338,1058,72,13,7,872,125398,8,1724,200,27743,2045.90271,28598,9310,25.83640671,112.3061796,3300,6742.005371,217.1054449,193.1940002,2871,0,2.766120434,17.9980278,6.242258549,0.266667008,17,1130,6.083333015,-11.71666622,-6.783333302,12.40000057,11.16666698,-16.79999924,4163.155273,1377.803345,2556.420166,1313.716064,1433.293579,1871.420044,1014.831665,434.7171326,4130.150391,257.9231378,69,405.0021362,66.79582977,34.1875,0.319235295,33.09131241,86,22,73,169,63,174,32,0,0.872812748,12.46095848,43.83744812,153.159317,122.7219849,1077,62,20370,32,8497,313,33.79999924,970.2303467,914.534596,59011.83203,0,625,79957,6,0.792410374,41.96800613,178.0334778,-0.606224895,49,0.983258069,"{""type"":""Point"",""coordinates"":[34.18751134195483,66.79584904940448]}"
000076360d79df0ccba7,66.82917023,80.07928467,-0.166666701,506,12530.87012,495.7315186,1155,68,15,8,1064,114905,12,3934,200,26164,1992.286865,27571,9180,24.87507629,142.7386638,3300,6083.372559,131.961228,193.4230042,3290,0,8.006622314,17.97862053,5.68553257,0.260666996,16.79999924,1565,6.166666508,-12.05000019,-6.949999809,12.30000019,11,-17.5,3975.885742,1157.36731,2318.459961,1108.794434,1223.999878,1836.855225,1103.88501,519.7919922,3869.924316,366.7892408,71,403.0029297,66.82917023,34.03749847,0.319235295,33.75674438,88,23,73,174,65,178,32,0,0.873502016,12.42912197,53.02797699,153.1196747,122.6253433,1251,64,21138,29,8439,345,34.29999924,978.3505249,1137.220652,56430.34766,0,774,101780,6,0.996722698,78.68165588,177.867691,-0.060509451,47,1.032922387,"{""type"":""Point"",""coordinates"":[34.03751139065547,66.82915244972287]}"
0000bf1d6cabbcb4d196,67.07917023,78.67778778,-0.17083323,525,13349.23633,523.139946,1174,51,13,6,827,63904,10,4343,200,20798,1914.696411,26373,9431,24.63459587,43.20820529,3300,6165.560547,312.1381792,192.4429932,3408,0,7.585300922,17.38591194,6.024497986,0.224000007,16.70000076,1312,5.841666698,-11.88333321,-6.983333588,12.23333359,10.91666698,-16.89999962,4228.175293,1019.769775,2097.661133,1038.722412,1120.492676,1682.987915,944.8674316,419.4719849,3841.188232,360.0930997,62,414.9962769,67.07917023,33.17916489,3.753209114,33.55508423,94,24,76,181,65,187,27,0,0.876154721,12.20426559,52.19052124,158.7314301,120.2824173,954,59,18353,35,8257,272,33.59999847,971.892395,1238.579431,55097.41797,0,837,59160,6,-0.839279473,62.2379837,181.0504761,0.465856463,49,0.033484135,"{""type"":""Point"",""coordinates"":[33.1791633749018,67.07915236855511]}"
00004b87aed83b3fb4f6,68.84583282,75.05652618,-0.675000012,477,13770.10254,291,1103,44,17,8,775,273478,10,2640,199,38306,2139.078369,27753,9428,28.31162071,13,404.004303,5555.927246,14,188.095993,2651,0,23.15348244,20.12195206,7.419830799,0.106452003,15.19999981,1070,6.599999905,-12.10000038,-6.900000095,10.9333334,10.1833334,-17.60000038,3638.474121,1571.359619,2960.350098,1472.557373,1615.72937,2336.666748,1381.114136,673.5418701,3329.354004,25,54,365.9989014,68.84583282,33.12083435,1.531551719,38.3057251,83,22,68,180,64,181,23,3,0.902139902,7.133951664,66.98669434,147.2668762,137.7359924,1483,52,21668,40,8662,457,32.79999924,932.4320679,346,47804.48438,0,681,233304,6,-0.92828387,49.35416031,189.0308838,0.368984252,51,2.999412537,"{""type"":""Point"",""coordinates"":[33.12081509941133,68.84584838382894]}"
00008a3f7873d3c15fce,68.99583435,74.8600235,-0.945833385,480,15306.1875,783,1133,68,18,5,1600,533577,14,4282,191,50806,1670.082275,27842,9536,23.48901176,523,300,6394.711426,755,186.5050049,2527,0,6.063049316,21.69762611,6.023630619,0.117742002,15.39999962,999,7.008333206,-11.94999981,-7.733333111,10.66666698,10.66666698,-16.89999962,3739.561768,2007.881958,2923.381104,2081.280762,2133.438721,2218.994629,1168.838745,528.8739014,3925.496826,468,71,343.0015564,68.99583435,32.19583511,1.531551719,36.76967621,85,23,71,182,65,182,32,0,0.895693123,10.55463696,67.16717529,146.421936,137.0785522,2069,55,21648,40,8451,662,32.29999924,923.7976685,2529,76433.41406,0,705,563814,11,-0.700790823,122.3399353,184.7648315,0.668242037,48,2.066461563,"{""type"":""Point"",""coordinates"":[32.195815399732,68.99584833512829]}"
00001ec0015b1094dc44,66.77916718,80.14015961,0.174999982,494,11995.0918,385.2533169,1088,58,14,7,1036,306613,8,1101,200,44208,2296.086426,29385,9541,29.87450218,175.7853502,3299.996582,7718.727051,190.5115585,193.1940002,1831,0,9.653010368,18.50746346,7.709905148,0.266667008,16.89999962,729,6.199999809,-11.46666718,-6.666666508,12.39999962,11.16666698,-16.60000038,4495.882324,1094.093506,2384.752686,1075.86853,1202.747559,1938.027954,1034.184082,434.3879089,4560.498047,301.0916259,62,405.9986572,66.77916718,34.19583511,0.319235295,33.33733368,85,22,73,167,63,174,35,0,0.872812748,12.46095848,43.83744812,153.159317,122.7219849,1631,61,22593,32,8823,458,33.5,960.0462036,1052.641852,67361.17969,0,554,194800,6,-0.264131188,34.91794586,181.0170288,0.947519541,48,0.967050076,"{""type"":""Point"",""coordinates"":[34.19581475039002,66.77915246595641]}"
0000e6e218f721603b14,63.54583359,76.91394806,-0.816666722,604,12079.96875,420.8143857,1165,59,28,14,1728,630072,1,3614,198,54424,2445.830566,28799,9713,37.19625854,130.2575139,3300,8235.904297,8.927815947,174.848999,2560,0,17.14845657,20.78289032,12.02285671,2.683330059,18.60000038,1129,8.583333969,-15.19999981,-7.25,13.33333302,13.33333302,-22.70000076,4711.950195,703.1708984,2128.125,625.3702393,801.6855469,1783.834717,986.6254272,408.6968079,4216.124512,257.3246394,70,500,63.54583359,53.5625,8.441913605,28.2950573,121,30,94,197,70,197,32,165.9630469,0.815235972,14.12667847,55.86743164,151.5733948,136.0639191,2181,40,23141,46,8945,766,41.30000305,1145.287476,992.624226,59647.44141,9.336824112,639,510831,6,0.404162019,124.1833038,179.9997559,-0.902443349,50,0.016497895,"{""type"":""Point"",""coordinates"":[53.562505051454345,63.54585010458519]}"
00006af738186200553a,64.8208313,76.08777618,-2.412500143,605,12458.1123,1744.826935,958,74,36,18,1357,644684,1,104,200,57289,1823.158569,29461,9765,23.63867569,1678.335747,300,4679.739258,896.9488361,183,1680,0,9.743578911,21.74157333,6.457285404,1.333330035,19.89999962,879,9.675000191,-17.66666794,-9.766666412,13.10000038,11.30000019,-24.60000038,3467.980957,1611.104492,2762.057617,1624.876099,1706.591797,1990.19519,975.1380615,440.7556458,2735.05835,640.0026076,75,480,64.8208313,57.77083206,1.867455244,29.36092186,118,28,95,200,73,206,21,678.7990364,0.842774808,12.56783199,54.60446167,153.5160828,116.9371338,2504,38,22484,45,8896,643,44.5,1228.49707,5638.913163,49709.17969,0,553,326930,6,0.751186371,61.78308868,178.0499878,0.617319465,50,0.983259022,"{""type"":""Point"",""coordinates"":[57.770851979560184,64.82084969062967]}"
0000fd9e2ca0c27f79ea,64.8208313,76.08777618,-2.395833492,608,12458.06445,176.5695198,980,88,39,16,1973,1072893,1,1154,197,74034,1649.999146,29189,9798,22.27121925,120.146217,300,4067.630371,45.62847443,183,1405,0,9.910366058,21.76756287,5.732721806,1.333330035,19.89999962,789,9.708333015,-17.66666794,-9.75,13.11666679,11.3166666,-24.70000076,3199.303955,1708.794067,2816.701904,1734.864258,1831.917603,1988.822632,955.5831299,463.293335,2442.770752,219.7160198,82,480,64.8208313,57.77916718,1.867455244,28.83018684,119,29,97,201,73,206,21,150.9703222,0.842774808,12.56783199,54.60446167,153.5160828,116.9371338,3017,39,23204,45,8969,880,44.59999847,1229.191284,713.0305532,22584.07227,0,557,691695,6,0.631478488,58.84981155,179.0170288,0.736860216,51,0.966759145,"{""type"":""Point"",""coordinates"":[57.77915538799535,64.82084969062967]}"
0000cf4d3fdf09ef8d69,64.83750153,75.95843506,-2.466666698,604,12478.85742,177.9808246,1149,86,46,16,201,12632,6,-2293,200,8167,1272.011963,15108,6388,19.35751152,130.3244889,302.343811,3644.420898,3.208288681,182.9539948,6363,0,5.708292961,21.76029968,4.095870495,1.412670016,19.89999962,3589,9.683333397,-17.71666718,-9.916666985,13.0666666,11.26666641,-24.60000038,2627.719482,1206.629272,2097.306641,1322.884521,1471.82959,1574.595337,883.8718872,411.388031,2397.863525,46.42855301,94,480,64.83750153,57.76250076,1.867455244,30.06838417,118,28,94,201,74,208,23,6.664881431,0.842966557,12.50867081,54.52963257,153.2694397,116.7467575,258,43,8856,42,4463,65,44.5,1229.335205,364.6070366,36014.49219,0,2632,5310,6,-0.863917291,59.20000839,182.9667969,-0.493647754,48,0.983539939,"{""type"":""Point"",""coordinates"":[57.762503687836166,64.83750139078887]}"
00007aaca085e8799c1b,64.82917023,76.08777618,-2.408333302,609,12365.12109,820.6742474,1061,74,40,20,1410,1090097,1,-1490,200,86025,1552.767822,27055,9652,21.95126343,349.9421635,3297.659912,4321.671875,201.2266367,183,1163,0,12,21.57303429,6.514499187,1.333330035,20,966,9.599999428,-17.73333359,-9.916666031,13.14999962,11.35000038,-24.5,2930.00708,2051.895264,3126.311523,1861.954712,2011.753418,2067.306396,1051.183838,469.7760925,2547.425781,362.7887726,79,481.9984436,64.82917023,57.72916794,1.867455363,28.82844353,119,29,97,201,73,207,25,510.9961333,0.842774808,12.56783199,54.60446167,153.5160828,116.9371338,2463,38,23235,43,8895,770,44.5,1231.644897,2245.627953,52233.97656,0,692,469032,6,-0.399745136,52.01657867,181,0.901879311,51,0,"{""type"":""Point"",""coordinates"":[57.72915540422891,64.82915309906485]}"
0000e5f1a67a06daa307,64.84583282,75.95843506,-2.479166746,604,12504.92969,31.12565265,1101,72,38,17,1314,365314,4,2721,200,44008,1963.360352,29262,9131,22.41660309,23.42168948,3297.656006,5869.095703,4.963924965,182.9539948,2272,0,4.394234657,21.71546555,5.40594101,1.412670016,19.79999924,786,9.641666412,-17.71666718,-9.899999619,13.03333282,11.23333359,-24.60000038,3361.236084,1743.204834,3061.75415,1668.843018,1799.272217,2186.404785,1131.126221,503.190155,3577.051514,10.8195488,84,479.0014954,64.84583282,57.77083206,1.867455244,30.20575333,118,27,93,202,74,208,21,0,0.842966557,12.50867081,54.52963257,153.2694397,116.7467575,2014,44,19754,39,8356,570,44.40000153,1228.421875,75.33732124,51957.80078,5.006505335,554,309492,6,-0.964982629,67.11654663,181.9667664,-0.250850767,48,0.966759145,"{""type"":""Point"",""coordinates"":[57.770851979560184,64.84584968251289]}"
